what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376703744825
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376703744923
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376703746006
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376703752661
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376703753779
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376703755241
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376703785794
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376703785939
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376703787672
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.copy",1376703805594
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376703806185
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376703836281
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376703850060
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.copy",1376703951844
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376703952355
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376703956283
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376704002729
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.copy",1376704005551
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376704006122
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376704031027
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376704040488
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376704045605
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.copy",1376704049635
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376704050429
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.copy",1376704057608
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376704060341
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376704063826
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.cut",1376704066784
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376704068132
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376704070970
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376704074723
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376704214689
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376704227668
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376718404189
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376718422565
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376718534082
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376718619268
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376718763418
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376718774808
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.copy",1376718872822
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376718874833
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376718881556
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376718882427
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376718884605
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376718923963
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376718926949
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376718927814
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376718961668
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376718995270
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376719009850
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376719009983
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376719010127
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376719010267
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376719010416
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376719010550
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376719010680
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.delete",1376719011214
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376719013529
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376719032688
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376719048183
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376719144503
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376719253794
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.undo",1376719295550
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376719318354
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376719321100
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376719334284
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376719362182
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376719366039
activated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376719369585
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.cut",1376719396951
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376719400810
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376719408882
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.undo",1376719409827
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376719413013
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.undo",1376719444444
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376719467903
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376719468477
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.undo",1376719470001
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.copy",1376719471693
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376719474364
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376719486261
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.copy",1376719502913
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.edit.paste",1376719503935
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376719533846
executed,command,org.eclipse.ui,3.103.0.v20120705-114351,"org.eclipse.ui.file.save",1376719550586
deactivated,workbench,org.eclipse.ui.workbench,3.103.1.v20120906-120042,"",1376719556513
